x,y,u,v,p
0.89,0.01,4.63306E-05,0.000335806,0.1046411
0.896667,0.01,-0.000377318,0.000243679,0.1046628
0.903333,0.01,-0.000678679,0.000172942,0.1046815
0.91,0.01,-0.000898095,0.000113548,0.1046983
0.916667,0.01,-0.0010451,6.41058E-05,0.1047124
0.923333,0.01,-0.001126437,2.31341E-05,0.1047252
0.93,0.01,-0.001155877,-1.45368E-05,0.1047365
0.936667,0.01,-0.001139057,-4.88982E-05,0.1047465
0.943333,0.01,-0.001080397,-7.98895E-05,0.104755
0.95,0.01,-0.000981717,-0.000107499,0.1047628
0.956667,0.01,-0.0008519,-0.000130913,0.1047686
0.963333,0.01,-0.000697562,-0.000147722,0.1047733
0.97,0.01,-0.0005285,-0.00015442,0.1047768
0.976667,0.01,-0.000357187,-0.000147672,0.104779
0.983333,0.01,-0.000200994,-0.000123562,0.1047799
0.99,0.01,-8.00171E-05,-8.02456E-05,0.104779
0.996667,0.01,-1.47451E-05,-2.30752E-05,0.1047783
1,0.01,0,0,0.104778
0,0.0166667,0,0,0.1183545
0.00333333,0.0166667,2.58076E-06,1.98057E-05,0.1183545
0.01,0.0166667,3.32599E-05,-2.55065E-05,0.1183555
0.0166667,0.0166667,0.000144691,-0.00016156,0.1183579
0.0233333,0.0166667,0.000358109,-0.000333393,0.1183604
0.03,0.0166667,0.000689007,-0.000520457,0.1183635
0.0366667,0.0166667,0.001151032,-0.000707381,0.1183662
0.0433333,0.0166667,0.00172543,-0.000868566,0.1183681
0.05,0.0166667,0.002386912,-0.000996394,0.1183683
0.0566667,0.0166667,0.003125965,-0.001087646,0.1183667
0.0633333,0.0166667,0.003909998,-0.001130242,0.1183634
0.07,0.0166667,0.004694697,-0.001128977,0.118358
0.0766667,0.0166667,0.005468089,-0.001088481,0.1183508
0.0833333,0.0166667,0.006206008,-0.001011032,0.1183407
0.09,0.0166667,0.006873885,-0.000910557,0.1183297
0.0966667,0.0166667,0.007468725,-0.000797019,0.1183165
0.103333,0.0166667,0.007991378,-0.000674827,0.1183028
0.11,0.0166667,0.008425835,-0.000559179,0.1182875
0.116667,0.0166667,0.008783813,-0.000458469,0.1182721
0.123333,0.0166667,0.009080337,-0.000373955,0.1182558
0.13,0.0166667,0.009322593,-0.000312482,0.1182394
0.136667,0.0166667,0.009524865,-0.000277352,0.1182231
0.143333,0.0166667,0.00970601,-0.000264997,0.1182061
0.15,0.0166667,0.009879715,-0.000274862,0.1181881
0.156667,0.0166667,0.01005728,-0.00030368,0.1181696
0.163333,0.0166667,0.01024777,-0.00034441,0.1181502
0.17,0.0166667,0.010456,-0.000392575,0.1181295
0.176667,0.0166667,0.01068318,-0.000440443,0.1181066
0.183333,0.0166667,0.01092373,-0.000479863,0.1180814
0.19,0.0166667,0.01116759,-0.000505995,0.1180542
0.196667,0.0166667,0.01139703,-0.000511095,0.1180227
0.203333,0.0166667,0.01159777,-0.000491608,0.1179884
0.21,0.0166667,0.01175163,-0.000446945,0.1179502
0.216667,0.0166667,0.0118225,-0.000370803,0.1179072
0.223333,0.0166667,0.01178617,-0.000263385,0.1178587
0.23,0.0166667,0.01163671,-0.000130296,0.1178054
0.236667,0.0166667,0.01132534,3.73953E-05,0.1177463
0.243333,0.0166667,0.01079763,0.000247959,0.1176795
0.25,0.0166667,0.01007097,0.000491568,0.1176049
0.256667,0.0166667,0.009090007,0.000780507,0.1175224
0.263333,0.0166667,0.007743272,0.001139039,0.1174298
0.27,0.0166667,0.006035248,0.00155759,0.1173254
0.276667,0.0166667,0.003954513,0.002034396,0.1172092
0.283333,0.0166667,0.001343869,0.002600768,0.1170793
0.29,0.0166667,-0.001884997,0.003261745,0.1169335
0.296667,0.0166667,-0.005613672,0.003980418,0.1167698
0.303333,0.0166667,-0.01002132,0.004787845,0.1165885
0.31,0.0166667,-0.0152901,0.005704885,0.1163851
0.316667,0.0166667,-0.02124358,0.006675196,0.1161586
0.323333,0.0166667,-0.02790536,0.007694747,0.1159086
0.33,0.0166667,-0.03554317,0.008797637,0.1156334
0.336667,0.0166667,-0.04401837,0.009926658,0.1153285
0.343333,0.0166667,-0.05308015,0.01103351,0.1149967
0.35,0.0166667,-0.06294658,0.01213965,0.1146372
0.356667,0.0166667,-0.07360067,0.0132117,0.1142489
0.363333,0.0166667,-0.0845894,0.01417948,0.1138354
0.37,0.0166667,-0.09596744,0.01504829,0.1133997
0.376667,0.0166667,-0.1078177,0.01580252,0.1129426
0.383333,0.0166667,-0.119702,0.01638878,0.1124726
0.39,0.0166667,-0.1314856,0.01681207,0.1119949
0.396667,0.0166667,-0.1432138,0.01705936,0.1115158
0.403333,0.0166667,-0.154644,0.01710101,0.1110458
0.41,0.0166667,-0.1655621,0.01697134,0.110594
0.416667,0.0166667,-0.1759906,0.01665902,0.1101694
0.423333,0.0166667,-0.1857961,0.01613814,0.1097828
0.43,0.0166667,-0.1948364,0.01545808,0.1094472
0.436667,0.0166667,-0.2031197,0.01463509,0.1091702
0.443333,0.0166667,-0.2105613,0.01363017,0.1089596
0.45,0.0166667,-0.2170388,0.01247458,0.1088348
0.456667,0.0166667,-0.2226497,0.01122803,0.1087958
0.463333,0.0166667,-0.2273102,0.009847402,0.1088491
0.47,0.0166667,-0.2309197,0.008324065,0.109006
0.476667,0.0166667,-0.233579,0.006740544,0.1092712
0.483333,0.0166667,-0.2352754,0.005078925,0.1096413
0.49,0.0166667,-0.235893,0.003283805,0.1101189
0.496667,0.0166667,-0.2354672,0.001432336,0.1107099
0.503333,0.0166667,-0.2340896,-0.000450953,0.1114019
0.51,0.0166667,-0.2316764,-0.002418447,0.1121878
0.516667,0.0166667,-0.22816,-0.004454838,0.1130671
0.523333,0.0166667,-0.2236927,-0.006471193,0.114021
0.53,0.0166667,-0.2182222,-0.008516783,0.1150351
0.536667,0.0166667,-0.2116865,-0.01060878,0.1160937
0.543333,0.0166667,-0.2041569,-0.01265377,0.1171763
0.55,0.0166667,-0.1956954,-0.01464365,0.1182591
0.556667,0.0166667,-0.1862752,-0.0166119,0.1193195
0.563333,0.0166667,-0.1758755,-0.01848534,0.1203257
0.57,0.0166667,-0.1646691,-0.02020486,0.121254
0.576667,0.0166667,-0.1526587,-0.02179345,0.1220802
